Age,Annual Income,Occupation,AccountBalance,credit_score,Gender,Education,Active_loans,Bank_Products,Fixed Deposit,Tenure,LastMonthTrans,Networth,Married,Dependents,Vehicle,House
35,699665.468,Other,731775.8283,616.4283216,Male,Under Graduate,0,2,No,14,26,9261440.713,no,1,yes,own
38,1000875.851,Business,527380.1861,807.9627992,Male,Under Graduate,3,6,No,15,13,10577853.74,no,1,yes,own
31,679194.0921,Other,1049001.645,703.3577689,Male,Graduate,3,4,Yes,4,29,9068324.021,yes,4,yes,own
29,941837.7652,Salaried,1171119.222,755.6503271,Male,Post Graduate,1,2,No,6,50,10883167.26,no,0,yes,own
54,1153771.116,Salaried,775554.4594,609.4064211,Female,Post Graduate,2,4,Yes,14,40,10445155.49,no,2,yes,rented
67,1192373.822,Salaried,991540.2906,816.5834363,Female,Post Graduate,0,2,Yes,10,34,10564924.99,yes,3,no,rented
59,786437.7005,Housewife,761417.4575,630.3424159,Female,Post Graduate,3,5,Yes,33,39,10880938.91,yes,2,yes,owned
62,595093.9471,Other,875969.1129,631.0378917,Male,Graduate,1,5,No,17,32,10099496.45,yes,3,no,owned
40,798133.1936,Other,958268.1767,843.5083826,Female,Under Graduate,3,2,Yes,18,46,9841873.955,no,1,yes,rented
66,787742.5229,Other,554672.0595,841.8714357,Male,Graduate,3,4,No,35,51,10128365.19,yes,2,yes,owned
65,1078589.21,Housewife,663627.4118,607.7902312,Female,Post Graduate,2,4,No,10,46,9012455.636,yes,4,yes,owned
61,751340.7358,Salaried,1016726.178,777.5644471,Female,Graduate,0,6,Yes,12,49,10896549.11,no,0,no,owned
67,822648.5845,Other,1001654.461,847.1090992,Male,Post Graduate,0,5,No,19,36,10804923.43,no,2,no,owned
68,510853.5477,Business,850776.6696,790.5008129,Female,Graduate,3,3,Yes,22,42,10144959.16,no,2,yes,owned
26,1175663.698,Other,1010544.318,674.448695,Female,Post Graduate,1,6,No,3,50,9115733.862,no,1,yes,own
29,784736.5109,Business,1129947.765,821.9333991,Female,Under Graduate,3,4,Yes,1,35,9852392.745,no,1,no,own
57,1103166.897,Other,898226.0843,770.6253149,Female,Under Graduate,3,2,Yes,5,55,9823272.436,no,1,no,owned
62,527659.5222,Other,1133511.699,847.6306221,Female,Under Graduate,1,1,No,34,37,10720522.1,no,2,no,owned
65,534561.5068,Other,772390.4474,655.9528927,Female,Graduate,0,6,Yes,15,57,10071064.13,no,2,no,owned
